Id,ProgramName,ProgramCode,Status,CreatedDate,UpdatedDate,Level,Term,TermCode,LiveDate,DeadlineDate,Resume,StatementOfPurpose,GreOrGmat,EnglishScore,Requirements,WritingSample,CollegeId,IsAnalyticalNotRequired,IsAnalyticalOptional,IsDuoLingoRequired,IsELSRequired,IsGMATOrGreRequired,IsGMATRequired,IsGreRequired,IsIELTSRequired,IsLSATRequired,IsMATRequired,IsMCATRequired,IsPTERequired,IsTOEFLIBRequired,IsTOEFLPBTRequired,IsEnglishNotRequired,IsEnglishOptional,AcademicYear,AlternateProgram,ApplicationType,Department,Fees,Fees.1,IsAvailable,ProgramType,AdmissionDepartmentId,CreatedBy,UpdatedBy,Concentration,Description,OtherConcentrations,ProgramWebsiteURL,Accredidation,AverageScholarshipAmount,CostPerCredit,IsRecommendationSystemOpted,IsStemProgram,MaxFails,MaxGPA,MinGPA,PreviousYearAcceptanceRates,QsWorldRanking,TotalAccepetedApplications,TotalCredits,TotalDeniedApplications,TotalI20sIssued,TotalScholarshipsAwarded,TotalSubmittedApplications,TotalVisasSecured,UsNewsRanking,CollegeApplicationFee,IsCollegePaying,MEContractNegotiatedFee,MyGradAppFee,ProgramCategory,IsCollegeApplicationFree,IsCouponAllowed,IsACTRequired,IsSATRequired,SftpDestinationId,MinimumACTScore,MinimumDuoLingoScore,MinimumELSScore,MinimumGMATScore,MinimumGreScore,MinimumIELTSScore,MinimumMATScore,MinimumMCATScore,MinimumPTEScore,MinimumSATScore,MinimumTOEFLScore,MLModelName,MinimumAnalyticalScore,MinimumEnglishScore,MinimumExperience,MinimumSopRating,WeightAnalytical,WeightEnglish,WeightExperience,WeightGPA,WeightSop,ScholarshipAmount,ScholarshipPercentage,ScholarshipType,IsNewlyLaunched,BatchId,IsImported,IsImportVerified,Is_Recommendation_Sponser,AnalyticalScore,MinimumLSATScore,IsGRERequired,Description.1
,Minor in Christian Ministry,,,,,Undergraduate,Fall 2026,,,,,,Not Required,Required,,,,True,True,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,95.0,,,,6.0,,,,,65,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Communication Arts,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Minor in Creative Writing,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Minor in Criminal Justice,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Minor in English,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Minor in General Music,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Health,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Minor in History,,,,,Undergraduate,Fall 2026,,,,,,Not Required,Required,,,,True,True,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,Cumberland College,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [10]",,$335,FALSE,False,,4.0,3.0,,,,,,,,,,,,,,,,,,False,False,,,95.0,,,,6.0,,,,,65,,,,,,,,,,,"Presidential scholarships are available for first-time freshmen and the award amounts vary. The Patriot Scholarship offers up to $2,000 per year. [8]",,"Merit-based, Need-based",FALSE,,,FALSE,FALSE,,,False,
,Minor in Information Technology,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Minor in Journalism,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Legal Studies,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Department of History and Political Science,"$9,875/Year",,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,$335/Credit Hour,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,Scholarship amounts range from a few hundred dollars to several thousand dollars. [16],,"Academic Scholarships, Cumberlands Commitment Fund, Presidential Scholarship, Governor's Scholars Scholarship, Transfer Scholarship, Christian Studies Scholarship. [16]",FALSE,,,FALSE,FALSE,,,False,
,Minor in Mathematics,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,,,,,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,"Mathematics is far more than numbers and calculations. It is a unique language that gives us an appreciation of the universe and helps us to define the world in which we live. If you find beauty – and your future – in understanding numbers, you should consider pursuing a degree in mathematics. Careers in research, education, insurance, computer design, computer operations, statistics, analytics, and more would be wide open to you. At University of the Cumberlands, you will be able to tailor your mathematics degree program to your personal interests and career goals. Classes are small enough that you can really get to know your classmates and your professors, and you'll have access to state-of-the-art technology, bolstering your education and giving you hands-on experience putting math to work.",,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Minor in Media Production,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,29800,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,489,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"Merit-based, Need-based, Athletic, and other institutional scholarships",FALSE,,,FALSE,FALSE,,,False,
,Minor in Physics,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,Department of Mathematics and Physics,"$9,875/Year",,,,,,,,"The Department of Physics and Astronomy offers two minors and seven clusters. Minors. The department offers minors in both physics and astronomy. Physics. To minor in physics, a student must attain an average of at least 2.0 in the introductory physics sequences and in all introductory mathematics courses. Physics Minor Requirements.  -  * One of the following introductory sequences:  -  * PHYS 121, 122 and 123;  -  * PHYS 141, 142 and 143.  -  * Three 200-level physics courses, two of which must be from the following:  -  * PHYS 217: Electricity and Magnetism I;  -  * PHYS 218: Electricity and Magnetism II;  -  * PHYS 220: Practical Electronics;  -  * PHYS 227: Thermodynamics and Statistical Mechanics;  -  * PHYS 235W: Classical Mechanics;  -  * PHYS 237: Quantum Mechanics of Physical Systems;  -  * PHYS 243W: Advanced Experimental Techniques I;  -  * PHYS 244W: Advanced Experimental Techniques II;  -  * PHYS 245W: The Advanced Nuclear Science Education Laboratory;  -  * PHYS 246: Quantum Theory;  -  * PHYS 251: Introduction to Condensed Matter Physics;  -  * PHYS 254: Nuclear and Particle Physics;  -  * PHYS 256: Computational Physics;  -  * PHYS 265: Introduction to Quantum Computing. The undergraduate physics advisor must approve all course choices. [1]",,https://www.ucumberlands.edu/academics/undergraduate,,,$335/Credit Hour,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,"up to $2,000 per year",,Merit-based,FALSE,,,FALSE,FALSE,,,False,
,Minor in Political Science,,,,,Undergraduate,Fall 2026,,,,,,Not Required,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,"Interested in politics but don't know if you want to make a career out of it? Not a problem! University of the Cumberlands offers a political science minor that gives you the experience of learning what politics, national and international relations, and governmental systems have to offer on a smaller scale so that you're free to major in whatever else you'd like. A minor in political science will make you stand out on any résumé and guarantee your chances of being successful in the workforce, no matter what professional avenue you take. [7]",,https://www.ucumberlands.edu/academics/undergraduate,,,$199,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,"The university offers programs like the Kentucky Work Ready Scholarship (WRKS) and accepts federal student aid. [29, 31]",FALSE,,,FALSE,FALSE,,,False,
,Minor in Psychology,,,,,Undergraduate,Fall 2026,,,,,,Not Required,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,Sport and Wellness Psychology,"Gain-a strong foundation in psychology and unlock numerous career opportunities in fields such as clinical psychology, social work, counseling, education, and even human resource, marketing and business management. At Cumberlands, you will experience a diverse range of psychology degrees courses that reflect the discipline's breadth and cater to your interests. With faculty members bringing real-world understanding and fresh ideas to their teaching, you'll receive a dynamic education that combines theory with practical knowledge. [2]",,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Public Health,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,"If your desire is to help people lead better, healthier lives, a degree in public health can set you up for success in a number of careers. In fact, there's a growing need for these professionals! From nursing homes to fitness training, with a degree in public health education, you'll be ready to pursue a number of occupations in local health departments, hospitals, health agencies, and more. If your passion is to improve the health and wellness of those around you, a degree in public health - whether you choose to pursue your public health bachelor's degree or associate degree in public health - is the perfect tool to help you help others.",,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,"The Patriot Scholarship offers up to $2,000 per year, and the ARMY ROTC scholarship provides $750 annually. Presidential scholarship amounts vary.",,"The university offers merit-based scholarships such as the Presidential Scholarship, the Cumberlands Commitment Fund, the Patriot Scholarship, and the ARMY ROTC scholarship. Grant funding is also available.",FALSE,,,FALSE,FALSE,,,False,
,Minor in Religion,,,,,Undergraduate,Fall 2026,,,,,,Not Required,Required,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,"As a student in University of the Cumberlands' online missions and ministry degree program, you'll gain an understanding of biblical literature, history, theology, and ethics to help you apply the Christian faith to daily life in word and deed. This degree in missionary studies will also help you develop the skills needed to engage in effective Christian missions and ministry in the 21st century.",,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,95.0,,,,6.0,,,,,65,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Spanish,,,,,Undergraduate,Fall 2026,,,,,,Not Required,Required,,,,True,True,True,False,False,False,,True,False,False,False,False,True,True,False,False,,,,World Languages & Cultures,"$9,875/Year",,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,$335/Credit Hour,FALSE,False,,4.0,2.0,,,,,,,,,,,,,,,,,,False,False,,,95.0,,,,6.0,,,,,65,,,,,,,,,,,"The Patriot Scholarship offers up to $2,000 per year, and an ARMY ROTC scholarship provides $750 annually. [3] A scholarship for Governor's Scholars covers tuition and fees up to $9,875. [9]",,"The university offers merit-based awards such as the Presidential Scholarship, the Patriot Scholarship, and program-specific scholarships like the ARMY ROTC scholarship. [3]",FALSE,,,FALSE,FALSE,,,False,
,Minor in Strategic Communication,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,False,False,False,False,,False,False,False,False,False,False,False,False,False,,,,,,,,,,,,,"A strategic communication minor provides students with a foundation in various communication practices, including public relations, advertising, and video production. It emphasizes purposeful communication to achieve specific goals in different contexts, such as business and media. Students will learn skills in research, consumer behavior, and the creative strategies used in strategic communication.",,https://www.ucumberlands.edu/academics/undergraduate,"University of the Cumberlands is accredited by the Southern Association of Colleges and Schools Commission on Colleges (SACSCOC) to award associate, baccalaureate, masters, educational specialist, and doctorate degrees. [17] University of the Cumberlands also may offer credentials such as certificates and diplomas at approved degree levels. [17]",,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
,Minor in Theatre,,,,,Undergraduate,Fall 2026,,,,,,,,,,,True,True,,,,,,,,,,,,,,,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,,
,Minor in Youth and Family Ministry,,,,,Undergraduate,Fall 2026,,,,Not Required,Not Required,Not Required,Required,,Not Required,,True,False,True,,False,False,,True,False,False,False,False,True,True,False,False,,,,,,,,,,,,,,,https://www.ucumberlands.edu/academics/undergraduate,,,,FALSE,False,,,,,,,,,,,,,,,,,,,,,False,False,,,100.0,,,,6.0,,,,,79,,,,,,,,,,,,,,FALSE,,,FALSE,FALSE,,,False,
